Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
TECR		19p13.12	AMP	6	1144	0.5%	No
OR8J1		11q12.1	AMP	1	1144	<0.1%	No
IDUA		4p16.3	AMP	6	1144	0.5%	No
USP7		16p13.2	HOMDEL	2	1144	0.2%	No
C1ORF216		1p34.3	AMP	6	1144	0.5%	No
GCDH		19p13.13	HOMDEL	5	1144	0.4%	No
VPS13C		15q22.2	HOMDEL	3	1144	0.3%	No
SNORD115-35		15q11.2	HOMDEL	23	1144	2.0%	No
PRMT5		14q11.2	AMP	20	1144	1.7%	No
TRIM78P		11p15	HOMDEL	4	1144	0.3%	No
MAP2K4P1		Xq13.2	HOMDEL	8	1144	0.7%	No
SPRN		10q26.3	HOMDEL	11	1144	1.0%	No
NPY5R		4q32.2	AMP	2	1144	0.2%	No
SAMSN1		21q11.2	HOMDEL	14	1144	1.2%	No
UQCRC1		3p21.31	HOMDEL	4	1144	0.3%	No
FZD9		7q11.23	AMP	11	1144	1.0%	No
RPH3A		12q24.13	HOMDEL	3	1144	0.3%	No
FER1L6		8q24.13	AMP	60	1144	5.2%	No
CRTAP		3p22.3	HOMDEL	2	1144	0.2%	No
FUCA2		6q24.2	HOMDEL	3	1144	0.3%	No
SNORD86		20p13	HOMDEL	5	1144	0.4%	No
MYH4		17p13.1	AMP	3	1144	0.3%	No
CDKN1B		12p13.1	AMP	10	1144	0.9%	Yes
IPPK		9q22.31	AMP	2	1144	0.2%	No
GOSR1		17q11.2	AMP	8	1144	0.7%	No
TNMD		Xq22.1	HOMDEL	3	1144	0.3%	No
OSBPL8		12q21.2	HOMDEL	1	1144	<0.1%	No
HSD17B7P2		10p11.1	AMP	8	1144	0.7%	No
MAFB		20q12	HOMDEL	1	1144	<0.1%	Yes
HOATZ		11q23.1	AMP	6	1144	0.5%	No
NPY6R		5q31.2	AMP	1	1144	<0.1%	No
PDGFRB		5q32	HOMDEL	6	1144	0.5%	Yes
H2AC13		6p22.1	AMP	10	1144	0.9%	No
TRNAU1AP		1p35.3	HOMDEL	4	1144	0.3%	No
CES5A		16q12.2	HOMDEL	5	1144	0.4%	No
ANP32D		12q13.11	HOMDEL	2	1144	0.2%	No
LINC00426		13q12.3	HOMDEL	3	1144	0.3%	No
ITGB2		21q22.3	AMP	5	1144	0.4%	No
MYH3		17p13.1	AMP	3	1144	0.3%	No
MEAF6		1p34.3	AMP	10	1144	0.9%	No
SPON2		4p16.3	AMP	6	1144	0.5%	No
AP2A1		19q13.33	AMP	3	1144	0.3%	No
SERPINB12		18q21.33	AMP	4	1144	0.3%	No
CD200R1		3q13.2	AMP	33	1144	2.9%	No
GAL		11q13.2	HOMDEL	2	1144	0.2%	No
HAPLN4		19p13.11	AMP	6	1144	0.5%	No
IDS		Xq28	AMP	21	1144	1.8%	No
NPY2R		4q32.1	AMP	3	1144	0.3%	No
RTL9		Xq23	HOMDEL	1	1144	<0.1%	No
CRYBA1		17q11.2	HOMDEL	1	1144	<0.1%	No
C5ORF22		5p13.3	HOMDEL	1	1144	<0.1%	No
RRAD		16q22.1	HOMDEL	1	1144	<0.1%	No
KAT6A		8p11.21	HOMDEL	9	1144	0.8%	Yes
GFI1B		9q34.13	AMP	2	1144	0.2%	No
PRORSD1P		2p16.1	AMP	22	1144	1.9%	No
SPHKAP		2q36.3	HOMDEL	6	1144	0.5%	No
HBS1L		6q23.3	HOMDEL	3	1144	0.3%	No
KRT79		12q13.13	AMP	7	1144	0.6%	No
MB21D2		3q29	AMP	174	1144	15.2%	No
ZNF653		19p13.2	AMP	5	1144	0.4%	No
SLC22A20P		11q13.1	AMP	1	1144	<0.1%	No
CCSER2		10q23.1	HOMDEL	6	1144	0.5%	No
RPN1		3q21.3	AMP	33	1144	2.9%	Yes
FBXL16		16p13.3	HOMDEL	5	1144	0.4%	No
ACOXL		2q13	AMP	6	1144	0.5%	No
KRTAP3-1		17q21.2	HOMDEL	2	1144	0.2%	No
TMEM239		20p13	AMP	12	1144	1.0%	No
PID1		2q36.3	AMP	2	1144	0.2%	No
CACHD1		1p31.3	AMP	9	1144	0.8%	No
AP2A2		11p15.5	AMP	1	1144	<0.1%	No
LY6D		8q24.3	AMP	62	1144	5.4%	No
LSR		19q13.12	HOMDEL	1	1144	<0.1%	No
RHOT1		17q11.2	AMP	7	1144	0.6%	No
LINC01226		1p35.2	AMP	4	1144	0.3%	No
AMN1		12p11.21	AMP	38	1144	3.3%	No
H4C13		6p22.1	HOMDEL	2	1144	0.2%	No
PGPEP1		19p13.11	HOMDEL	1	1144	<0.1%	No
SNORD11B		2q33.1	AMP	14	1144	1.2%	No
RAB2A		8q12.1-q12.2	HOMDEL	1	1144	<0.1%	No
GZMH		14q12	HOMDEL	3	1144	0.3%	No
TTC21A		3p22.2	HOMDEL	3	1144	0.3%	No
FAAP20		1p36.33	AMP	12	1144	1.0%	No
ANKFY1		17p13.2	HOMDEL	13	1144	1.1%	No
ANKRD28		3p25.1	HOMDEL	4	1144	0.3%	No
C1QA		1p36.12	HOMDEL	3	1144	0.3%	No
NMNAT3		3q23	AMP	56	1144	4.9%	No
NCRUPAR		5q13.3	HOMDEL	9	1144	0.8%	No
LINC00112		21q22.3	AMP	4	1144	0.3%	No
OR51G2		11p15.4	AMP	1	1144	<0.1%	No
ODF3L1		15q24.2	HOMDEL	1	1144	<0.1%	No
RPN2		20q11.23	AMP	11	1144	1.0%	No
OR8K3		11q12.1	AMP	1	1144	<0.1%	No
AHSP		16p11.2	AMP	6	1144	0.5%	No
VAT1L		16q23.1	AMP	2	1144	0.2%	No
C16ORF89		16p13.3	HOMDEL	2	1144	0.2%	No
AP1B1		22q12.2	AMP	6	1144	0.5%	No
TMEM40		3p25.2	AMP	2	1144	0.2%	No
PVT1		8q24.21	AMP	92	1144	8.0%	No
NAT8L		4p16.3	AMP	5	1144	0.4%	No
CISD2		4q24	AMP	2	1144	0.2%	No
ALX1		12q21.31	HOMDEL	3	1144	0.3%	No
SNORD126		14q11.2	AMP	24	1144	2.1%	No
TOR3A		1q25.2	HOMDEL	1	1144	<0.1%	No
OR5C1		9q33.2	HOMDEL	4	1144	0.3%	No
IFNA4		9p21.3	HOMDEL	88	1144	7.7%	No
LIME1		20q13.33	AMP	36	1144	3.1%	No
OR1B1		9q33.2	AMP	1	1144	<0.1%	No
CA14		1q21.2	AMP	102	1144	8.9%	No
LINC00113		21q21.3	AMP	8	1144	0.7%	No
MMGT1		Xq26.3	HOMDEL	3	1144	0.3%	No
RNF144A		2p25.1	AMP	9	1144	0.8%	No
GPAT2		2q11.2	AMP	14	1144	1.2%	No
NRROS		3q29	HOMDEL	9	1144	0.8%	No
METTL24		6q21	AMP	5	1144	0.4%	No
CCL11		17q12	HOMDEL	3	1144	0.3%	No
ZSWIM6		5q12.1	AMP	5	1144	0.4%	No
RASIP1		19q13.33	AMP	2	1144	0.2%	No
CAPZB		1p36.13	HOMDEL	4	1144	0.3%	No
C4ORF19		4p14	AMP	5	1144	0.4%	No
AP2B1		17q12	AMP	8	1144	0.7%	No
FAM167A-AS1		8p23.1	HOMDEL	46	1144	4.0%	No
TTC38		22q13.31	AMP	3	1144	0.3%	No
S1PR1		1p21.2	HOMDEL	7	1144	0.6%	No
PIEZO1		16q24.3	AMP	1	1144	<0.1%	No
OR1J1		9q33.2	AMP	1	1144	<0.1%	No
UQCRC2		16p12.2	AMP	1	1144	<0.1%	No
DNAJC17		15q15.1	HOMDEL	14	1144	1.2%	No
CEP57L1		6q21	AMP	4	1144	0.3%	No
RPS2		16p13.3	AMP	5	1144	0.4%	No
TGFB2-AS1		1q41	AMP	38	1144	3.3%	No
IGSF3		1p13.1	HOMDEL	20	1144	1.7%	No
PWP2		21q22.3	AMP	4	1144	0.3%	No
FRG1		4q35.2	HOMDEL	40	1144	3.5%	No
HS1BP3		2p24.1	HOMDEL	2	1144	0.2%	No
LRRC4C		11p12	AMP	5	1144	0.4%	No
EDC3		15q24.1	HOMDEL	2	1144	0.2%	No
LINC00265		7p14.1	HOMDEL	3	1144	0.3%	No
RFC2		7q11.23	HOMDEL	3	1144	0.3%	No
HEG1		3q21.2	HOMDEL	1	1144	<0.1%	No
COMMD6		13q22.2	AMP	5	1144	0.4%	No
RBM41		Xq22.3	AMP	8	1144	0.7%	No
CHTF8		16q22.1	AMP	4	1144	0.3%	Yes
AP1G1		16q22.2	AMP	1	1144	<0.1%	No
SNORD12B		19p13.2	AMP	19	1144	1.7%	No
TFAMP1		7p22.3	AMP	31	1144	2.7%	No
PILRB		7q22.1	AMP	34	1144	3.0%	No
LINC03006		7q11.21	AMP	14	1144	1.2%	No
KCNE5		Xq23	AMP	7	1144	0.6%	No
ARPIN-AP3S2		15q26.1	AMP	12	1144	1.0%	No
RIMS3		1p34.2	AMP	18	1144	1.6%	No
OR51E2		11p15.4	AMP	2	1144	0.2%	No
CD38		4p15.32	HOMDEL	4	1144	0.3%	No
RPS3		11q13.4	AMP	23	1144	2.0%	No
UQCRFS1		19q12	AMP	44	1144	3.8%	No
GPR135		14q23.1	HOMDEL	3	1144	0.3%	No
RNF31		14q12	HOMDEL	4	1144	0.3%	No
GAPVD1		9q33.3	AMP	2	1144	0.2%	No
HEATR3		16q12.1	AMP	10	1144	0.9%	No
CDHR4		3p21.31	HOMDEL	5	1144	0.4%	No
POLR3F		20p11.23	HOMDEL	5	1144	0.4%	No
AEBP1		7p13	AMP	18	1144	1.6%	No
ABCA12		2q35	HOMDEL	5	1144	0.4%	No
BPNT2		8q12.1	AMP	33	1144	2.9%	No
HOXA4		7p15.2	HOMDEL	4	1144	0.3%	No
ZNF204P		6p22.1	HOMDEL	1	1144	<0.1%	No
PAN3-AS1		13q12.2	HOMDEL	5	1144	0.4%	No
MED13L		12q24.21	HOMDEL	3	1144	0.3%	No
WBP11		12p12.3	HOMDEL	9	1144	0.8%	No
GRPEL1		4p16.1	HOMDEL	4	1144	0.3%	No
RPS3A		4q31.3	AMP	5	1144	0.4%	No
MATR3		5q31.2	AMP	3	1144	0.3%	No
KPNA6		1p35.2	AMP	5	1144	0.4%	No
PEX19		1q23.2	AMP	79	1144	6.9%	No
TMEM255A		Xq24	AMP	13	1144	1.1%	No
TLE5		19p13.3	AMP	1	1144	<0.1%	No
LTBR		12p13.31	HOMDEL	6	1144	0.5%	No
DCLRE1B		1p13.2	HOMDEL	16	1144	1.4%	No
GLE1		9q34.11	HOMDEL	4	1144	0.3%	No
CHCHD3		7q32.3-q33	AMP	9	1144	0.8%	No
SYT9		11p15.4	AMP	1	1144	<0.1%	No
NUP62		19q13.33	AMP	3	1144	0.3%	No
LINC02911		16q12.1	HOMDEL	4	1144	0.3%	No
RBBP9		20p11.23	HOMDEL	5	1144	0.4%	No
ZNF717		3p12.3	HOMDEL	16	1144	1.4%	No
CLDN5		22q11.21	AMP	17	1144	1.5%	No
SRPRB		3q22.1	HOMDEL	1	1144	<0.1%	No
FEV		2q35	HOMDEL	4	1144	0.3%	Yes
ABCD3		1p21.3	AMP	6	1144	0.5%	No
UQCRH		1p33	AMP	8	1144	0.7%	No
DHX38		16q22.2	AMP	2	1144	0.2%	No
GPX4		19p13.3	HOMDEL	5	1144	0.4%	No
ZNF80		3q13.31	HOMDEL	2	1144	0.2%	No
BANK1		4q24	AMP	1	1144	<0.1%	No
ZDBF2		2q33.3	AMP	10	1144	0.9%	No
PTGS1		9q33.2	HOMDEL	4	1144	0.3%	No
FZD1		7q21.13	AMP	26	1144	2.3%	No
CRISP1		6p12.3	AMP	20	1144	1.7%	No
OR7E2P		11q14.2	AMP	15	1144	1.3%	No
RICTOR		5p13.1	AMP	112	1144	9.8%	Yes
CDC26		9q32	AMP	2	1144	0.2%	No
UBE2R2		9p13.3	AMP	25	1144	2.2%	No
SMN1		5q13.2	HOMDEL	8	1144	0.7%	No
HEBP1		12p13.1	HOMDEL	10	1144	0.9%	No
MGA		15q15	HOMDEL	16	1144	1.4%	Yes
SSBP2		5q14.1	AMP	2	1144	0.2%	No
PARP12		7q34	AMP	12	1144	1.0%	No
SNX17		2p23.3	AMP	7	1144	0.6%	No
C3ORF22		3q21.3	AMP	36	1144	3.1%	No
FAM47C		Xp21.1	AMP	3	1144	0.3%	No
HLTF		3q24	HOMDEL	1	1144	<0.1%	No
UROD		1p34.1	AMP	9	1144	0.8%	No
IPCEF1		6q25.2	HOMDEL	5	1144	0.4%	No
ABCD4		14q24.3	AMP	6	1144	0.5%	No
SCN4B		11q23.3	HOMDEL	6	1144	0.5%	No
PHIP		6q14.1	AMP	7	1144	0.6%	No
ZBTB26		9q33.2	AMP	1	1144	<0.1%	No
EOMES		3p24.1	AMP	2	1144	0.2%	No
TUBA4B		2q35	AMP	3	1144	0.3%	No
IFNW1		9p21.3	HOMDEL	82	1144	7.2%	No
BSX		11q24.1	AMP	7	1144	0.6%	No
ZSCAN32		16p13.3	AMP	5	1144	0.4%	No
MYH11		16p13.11	AMP	5	1144	0.4%	Yes
LARP7		4q25	AMP	1	1144	<0.1%	No
DHDDS		1p36.11	AMP	3	1144	0.3%	No
USH1G		17q25.1	AMP	22	1144	1.9%	No
COLEC12		18p11.32	AMP	27	1144	2.4%	No
TCEAL5		Xq22.1	HOMDEL	3	1144	0.3%	No
SOD2-OT1		6q25.3	AMP	1	1144	<0.1%	No
R3HDML		20q13.12	AMP	11	1144	1.0%	No
ARID3C		9p13.3	AMP	27	1144	2.4%	Yes
C2CD4A		15q22.2	HOMDEL	3	1144	0.3%	No
LGALS8-AS1		1q43	HOMDEL	1	1144	<0.1%	No
WDR38		9q33.3	AMP	2	1144	0.2%	No
CALN1		7q11.22	AMP	12	1144	1.0%	No
ANKRD22		10q23.31	HOMDEL	14	1144	1.2%	No
ATP6V1H		8q11.23	HOMDEL	5	1144	0.4%	No
PHEX		Xp22.11	HOMDEL	11	1144	1.0%	No
GYPC		2q14.3	HOMDEL	1	1144	<0.1%	No
HINT1		5q23.3	HOMDEL	8	1144	0.7%	No
ACRBP		12p13.31	HOMDEL	6	1144	0.5%	No
HEPACAM2		7q21.2	AMP	29	1144	2.5%	No
TBRG1		11q24.2	AMP	6	1144	0.5%	No
LUZP2		11p14.3	HOMDEL	2	1144	0.2%	No
CDSN		6p21.33	AMP	12	1144	1.0%	No
SLITRK2		Xq27.3	AMP	22	1144	1.9%	No
NLRC3		16p13.3	AMP	5	1144	0.4%	No
GDE1		16p12.3	AMP	4	1144	0.3%	No
GLDN		15q21.2	AMP	2	1144	0.2%	No
STAM2		2q23.3	HOMDEL	2	1144	0.2%	No
KLHL34		Xp22.12	HOMDEL	11	1144	1.0%	No
SIGLEC10		19q13.41	AMP	5	1144	0.4%	No
RPP25L		9p13.3	AMP	27	1144	2.4%	No
ITGB2-AS1		21q22.3	HOMDEL	3	1144	0.3%	No
SLC4A9		5q31.3	AMP	3	1144	0.3%	No
PLPPR3		19p13.3	AMP	6	1144	0.5%	No
SMIM45		22q13.2	HOMDEL	3	1144	0.3%	No
PLXDC2		10p12.31	AMP	3	1144	0.3%	No
KDM4E		11q21	AMP	11	1144	1.0%	No
SERF1B		5q13.2	AMP	2	1144	0.2%	No
ZNF582-DT		19q13.43	AMP	12	1144	1.0%	No
PYGO2		1q21.3	AMP	87	1144	7.6%	No
RASGRP4		19q13.2	AMP	51	1144	4.5%	No
PPP2R5C		14q32.31	HOMDEL	3	1144	0.3%	No
TINCR		19p13.3	HOMDEL	3	1144	0.3%	No
AFAP1L2		10q25.3	AMP	4	1144	0.3%	No
TRHDE-AS1		12q21.1	AMP	16	1144	1.4%	No
APOC2		19q13.32	HOMDEL	1	1144	<0.1%	No
MORN4		10q24.2	HOMDEL	4	1144	0.3%	No
ALDH3A2		17p11.2	HOMDEL	10	1144	0.9%	No
KCNH6		17q23.3	AMP	12	1144	1.0%	No
TMEM14EP		3q25.2	AMP	116	1144	10.1%	No
ANKK1		11q23.2	HOMDEL	8	1144	0.7%	No
FRRS1L		9q31.3	HOMDEL	1	1144	<0.1%	No
SLC22A17		14q11.2	AMP	24	1144	2.1%	No
SEPTIN12		16p13.3	HOMDEL	2	1144	0.2%	No
TRAPPC9		8q24.3	AMP	58	1144	5.1%	No
PLEKHS1		10q25.3	AMP	5	1144	0.4%	No
TMTC4		13q32.3	AMP	6	1144	0.5%	No
GAPT		5q11.2	AMP	8	1144	0.7%	No
SLC6A10P		16p11.2	AMP	6	1144	0.5%	No
CMC1		3p24.1	HOMDEL	3	1144	0.3%	No
LINC00659		20q13.33	AMP	31	1144	2.7%	No
SPATA7		14q31.3	HOMDEL	6	1144	0.5%	No
HSPE1-MOB4		2q33.1	HOMDEL	1	1144	<0.1%	No
LRRFIP1		2q37.3	HOMDEL	8	1144	0.7%	No
OR51A7		11p15.4	AMP	1	1144	<0.1%	No
SLC25A32		8q22.3	AMP	42	1144	3.7%	No
MTPN		7q33	AMP	9	1144	0.8%	No
LINC02275		4q33	HOMDEL	25	1144	2.2%	No
ESF1		20p12.1	AMP	10	1144	0.9%	No
DPY19L1P1		7p14.3	HOMDEL	5	1144	0.4%	No
RHNO1		12p13.33	AMP	27	1144	2.4%	No
ZNF451		6p12.1	HOMDEL	1	1144	<0.1%	No
PNLIPRP1		10q25.3	HOMDEL	1	1144	<0.1%	No
CAPN8		1q41	HOMDEL	1	1144	<0.1%	No
PABIR2		Xq26.3	HOMDEL	3	1144	0.3%	No
DACT2		6q27	HOMDEL	7	1144	0.6%	No
KISS1R		19p13.3	AMP	5	1144	0.4%	No
CMC4		Xq28	HOMDEL	7	1144	0.6%	No
SERTAD1		19q13.2	AMP	42	1144	3.7%	No
LRRC14B		5p15.33	AMP	172	1144	15.0%	No
IZUMO1R		11q21	AMP	8	1144	0.7%	No
TNFRSF12A		16p13.3	HOMDEL	3	1144	0.3%	No
BCAP31		Xq28	HOMDEL	3	1144	0.3%	No
CDS1		4q21.23	AMP	1	1144	<0.1%	No
C2ORF74		2p15	HOMDEL	1	1144	<0.1%	No
ZNF662		3p22.1	HOMDEL	4	1144	0.3%	No
ATP13A5		3q29	HOMDEL	7	1144	0.6%	No
GPR139		16p12.3	HOMDEL	1	1144	<0.1%	No
CHASERR		15q26.1	AMP	15	1144	1.3%	No
TRIM64C		11p11.12	HOMDEL	2	1144	0.2%	No
TTC29		4q31.22	HOMDEL	8	1144	0.7%	No
CWH43		4p11	HOMDEL	9	1144	0.8%	No
ADARB1		21q22.3	HOMDEL	4	1144	0.3%	No
PSD3		8p22	HOMDEL	43	1144	3.8%	No
IMP3		15q24.2	AMP	5	1144	0.4%	No
GPRC5A		12p13.1	HOMDEL	10	1144	0.9%	No
FBH1		10p15.1	AMP	7	1144	0.6%	No
GAGE12E		Xp11.23	AMP	9	1144	0.8%	No
TEAD2		19q13.33	HOMDEL	1	1144	<0.1%	No
NEAT1		11q13.1	AMP	1	1144	<0.1%	No
FAM162A		3q21.1	AMP	34	1144	3.0%	No
TLR8		Xp22.2	AMP	4	1144	0.3%	No
PCED1B		12q13.11	HOMDEL	3	1144	0.3%	No
C1QC		1p36.12	HOMDEL	3	1144	0.3%	No
TECRL		4q13.1	AMP	14	1144	1.2%	No
HRK		12q24.22	HOMDEL	3	1144	0.3%	No
PRRX2		9q34.11	HOMDEL	4	1144	0.3%	No
SELENOH		11q12.1	AMP	1	1144	<0.1%	No
RNF157-AS1		17q25.1	AMP	22	1144	1.9%	No
CHCHD1		10q22.2	AMP	4	1144	0.3%	No
GTF3C5		9q34.13	HOMDEL	5	1144	0.4%	No
GSTO2		10q25.1	HOMDEL	4	1144	0.3%	No
CFAP299		4q21.21	HOMDEL	3	1144	0.3%	No
TAFA5		22q13.32	HOMDEL	17	1144	1.5%	No
ACTR3BP2		2p11.1	HOMDEL	1	1144	<0.1%	No
CLIC6		21q22.12	HOMDEL	6	1144	0.5%	No
PPIE		1p34.2	AMP	19	1144	1.7%	No
TAGAP		6q25.3	AMP	1	1144	<0.1%	No
LINGO1		15q24.3	AMP	4	1144	0.3%	No
FCRL1		1q23.1	HOMDEL	1	1144	<0.1%	No
SLC25A45		11q13.1	AMP	1	1144	<0.1%	No
SECISBP2		9q22.2	HOMDEL	4	1144	0.3%	No
LINC00158		21q21.2	AMP	10	1144	0.9%	No
NME8		7p14.1	AMP	16	1144	1.4%	No
C3P1		19p13.2	HOMDEL	2	1144	0.2%	No
PML		15q24.1	HOMDEL	2	1144	0.2%	Yes
TSPAN16		19p13.2	HOMDEL	3	1144	0.3%	No
MUC15		11p14.2	AMP	7	1144	0.6%	No
GPT		8q24.3	HOMDEL	2	1144	0.2%	No
MYOM2		8p23.3	HOMDEL	63	1144	5.5%	No
XAGE5		Xp11.22	AMP	4	1144	0.3%	No
HDAC5		17q21.31	HOMDEL	1	1144	<0.1%	No
RSPH4A		6q22.1	AMP	1	1144	<0.1%	No
FAM41C		1p36.33	AMP	12	1144	1.0%	No
CLPTM1L		5p15.33	AMP	167	1144	14.6%	No
APOOP5		16q21	AMP	4	1144	0.3%	No
CASP1		11q22.3	HOMDEL	8	1144	0.7%	No
CIB3		19p13.11	AMP	6	1144	0.5%	No
TBC1D21		15q24.1	HOMDEL	2	1144	0.2%	No
TMTC2		12q21.31	AMP	2	1144	0.2%	No
TEX49		12q13.12	AMP	10	1144	0.9%	No
ETDB		Xq26.3	AMP	12	1144	1.0%	No
STMN3		20q13.33	HOMDEL	1	1144	<0.1%	No
MIGA2		9q34.11	AMP	3	1144	0.3%	No
CDX2		13q12.2	HOMDEL	5	1144	0.4%	Yes
SH3BGRL2		6q14.1	AMP	7	1144	0.6%	No
GASK1B		4q32.1	AMP	1	1144	<0.1%	No
DNAJB11		3q27.3	HOMDEL	4	1144	0.3%	No
COBL		7p12.1	HOMDEL	5	1144	0.4%	No
HSPB8		12q24.23	AMP	3	1144	0.3%	No
STK35		20p13	AMP	10	1144	0.9%	No
XAGE3		Xp11.22	AMP	4	1144	0.3%	No
SOX2-OT		3q26.33	HOMDEL	3	1144	0.3%	No
FBLL1		5q34	AMP	9	1144	0.8%	No
OR51L1		11p15.4	AMP	1	1144	<0.1%	No
PAXBP1-AS1		21q22.11	HOMDEL	1	1144	<0.1%	No
WWTR1		3q25.1	HOMDEL	1	1144	<0.1%	Yes
PSME3IP1		16q13	HOMDEL	4	1144	0.3%	No
TTBK1		6p21.1	AMP	27	1144	2.4%	No
NFIC		19p13.3	HOMDEL	6	1144	0.5%	No
TAB1		22q13.1	AMP	5	1144	0.4%	No
SLC44A5		1p31.1	AMP	9	1144	0.8%	No
IFNA10		9p21.3	AMP	5	1144	0.4%	No
PEBP1		12q24.23	HOMDEL	3	1144	0.3%	No
DNAJC12		10q21.3	HOMDEL	4	1144	0.3%	No
CYBA		16q24.2	HOMDEL	12	1144	1.0%	No
CERS2		1q21.3	AMP	102	1144	8.9%	No
KRT222		17q21.2	HOMDEL	3	1144	0.3%	No
NUP93		16q13	HOMDEL	4	1144	0.3%	Yes
ACSM1		16p12.3	HOMDEL	1	1144	<0.1%	No
MSMP		9p13.3	HOMDEL	2	1144	0.2%	No
FGF2		4q28.1	AMP	1	1144	<0.1%	No
NR2F1		5q15	HOMDEL	11	1144	1.0%	No
IL1F10		2q14.1	AMP	6	1144	0.5%	No
AKR1B10		7q33	HOMDEL	1	1144	<0.1%	No
POLR3E		16p12.2	HOMDEL	1	1144	<0.1%	No
MYO1F		19p13.2	HOMDEL	2	1144	0.2%	No
R3HDM1		2q21.3	HOMDEL	1	1144	<0.1%	No
PTPRVP		1q32.1	HOMDEL	1	1144	<0.1%	No
CYB5R2		11p15.4	HOMDEL	4	1144	0.3%	No
TCF7L1		2p11.2	AMP	8	1144	0.7%	No
BTN3A1		6p22.2	HOMDEL	2	1144	0.2%	No
MYO1E		15q22.2	AMP	1	1144	<0.1%	No
ECI2		6p25.2	AMP	11	1144	1.0%	No
LINC00472		6q13	AMP	8	1144	0.7%	No
ITPK1-AS1		14q32.12	HOMDEL	2	1144	0.2%	No
TNS3		7p12.3	AMP	24	1144	2.1%	No
CD300LB		17q25.1	AMP	23	1144	2.0%	No
C4ORF48		4p16.3	HOMDEL	6	1144	0.5%	No
STN1		10q24.33	HOMDEL	3	1144	0.3%	No
TRIM51EP		11q14.3	AMP	12	1144	1.0%	No
APELA		4q32.3	AMP	1	1144	<0.1%	No
YIF1B		19q13.2	AMP	53	1144	4.6%	No
FGF3		11q13.3	AMP	88	1144	7.7%	Yes
IFNA8		9p21.3	AMP	5	1144	0.4%	No
CEP41		7q32.2	AMP	10	1144	0.9%	No
OAS1		12q24.13	HOMDEL	3	1144	0.3%	No
RAET1E-AS1		6q25.1	AMP	1	1144	<0.1%	No
MYO1D		17q11.2	AMP	8	1144	0.7%	No
DDX5		17q23.3	HOMDEL	1	1144	<0.1%	Yes
GGTLC1		20p11.21	AMP	14	1144	1.2%	No
HCG27		6p21.33	AMP	11	1144	1.0%	No
FGD1		Xp11.22	AMP	6	1144	0.5%	No
JAG2		14q32.33	HOMDEL	7	1144	0.6%	No
TTC1		5q33.3	HOMDEL	4	1144	0.3%	No
GABBR2		9q22.33	HOMDEL	5	1144	0.4%	No
NAV3		12q21.2	AMP	5	1144	0.4%	No
DMGDH		5q14.1	AMP	1	1144	<0.1%	No
LSM7		19p13.3	HOMDEL	6	1144	0.5%	No
BAHD1		15q15.1	HOMDEL	15	1144	1.3%	No
MLIP		6p12.1	AMP	17	1144	1.5%	No
NAV1		1q32.1	AMP	35	1144	3.1%	No
NRAD1		13q14.11	AMP	1	1144	<0.1%	No
OR7D2		19p13.2	AMP	3	1144	0.3%	No
IFNA7		9p21.3	AMP	5	1144	0.4%	No
ACSM2B		16p12.3	HOMDEL	1	1144	<0.1%	No
CLGN		4q31.1	AMP	3	1144	0.3%	No
VAV3		1p13.3	AMP	1	1144	<0.1%	No
RNF38		9p13.2	HOMDEL	7	1144	0.6%	No
PDGFRL		8p22	HOMDEL	45	1144	3.9%	No
TNS1		2q35	HOMDEL	4	1144	0.3%	No
CEACAM5		19q13.2	AMP	19	1144	1.7%	No
DAGLB		7p22.1	HOMDEL	1	1144	<0.1%	No
FGF1		5q31.3	AMP	2	1144	0.2%	No
NRBP1		2p23.3	AMP	7	1144	0.6%	No
LSMEM2		3p21.31	HOMDEL	6	1144	0.5%	No
NAV2		11p15.1	AMP	7	1144	0.6%	No
OR10Q1		11q12.1	HOMDEL	3	1144	0.3%	No
CASTOR2		7q11.23	AMP	12	1144	1.0%	No
IFNA6		9p21.3	AMP	5	1144	0.4%	No
CBX2		17q25.3	HOMDEL	2	1144	0.2%	No
TOMM40		19q13.32	AMP	22	1144	1.9%	No
PLIN4		19p13.3	HOMDEL	5	1144	0.4%	No
COL4A3		2q36.3	HOMDEL	6	1144	0.5%	No
RPAP2		1p22.1	HOMDEL	3	1144	0.3%	No
BAIAP2		17q25.3	AMP	22	1144	1.9%	No
LINC00865		10q23.31	HOMDEL	6	1144	0.5%	No
MYO1A		12q13.3	AMP	18	1144	1.6%	No
STK25		2q37.3	HOMDEL	9	1144	0.8%	No
ZNF696		8q24.3	AMP	61	1144	5.3%	No
MLLT6		17q12	HOMDEL	1	1144	<0.1%	Yes
FAM43B		1p36.12	AMP	2	1144	0.2%	No
LRTM1		3p14.3	AMP	1	1144	<0.1%	No
GNAT3		7q21.11	HOMDEL	1	1144	<0.1%	No
FGA		4q31.3	AMP	3	1144	0.3%	No
SLC25A22		11p15.5	HOMDEL	5	1144	0.4%	No
KCNIP4-IT1		4p15.2	HOMDEL	5	1144	0.4%	No
IFNA5		9p21.3	AMP	5	1144	0.4%	No
PDZRN4		12q12	AMP	12	1144	1.0%	No
BEX4		Xq22.1	HOMDEL	4	1144	0.3%	No
CDX2		13q12.2	AMP	3	1144	0.3%	Yes
